country,category,item
Jordan,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Jordan,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Jordan,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Jordan,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Jordan,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Jordan,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Jordan,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Jordan,Supplies to prevent illness or injury,Earplugs
Jordan,Supplies to prevent illness or injury,Latex condoms
Jordan,First-aid kit,1% hydrocortisone cream
Jordan,First-aid kit,Antifungal ointments
Jordan,First-aid kit,Antibacterial ointments
Jordan,First-aid kit,Antiseptic wound cleanser
Jordan,First-aid kit,Aloe gel For sunburns
Jordan,First-aid kit,Insect bite treatment Anti-itch gel or cream
Jordan,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Jordan,First-aid kit,Moleskin or molefoam for blisters
Jordan,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Jordan,First-aid kit,Disposable gloves
Jordan,First-aid kit,Digital thermometer
Jordan,First-aid kit,Scissors and safety pins
Jordan,First-aid kit,Cotton swabs (Q-Tips)
Jordan,First-aid kit,Tweezers
Jordan,First-aid kit,Eye drops
Jordan,First-aid kit,Oral rehydration salts
Jordan,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Jordan,Documents,"Proof of yellow fever vaccination If required for your trip, take your completed International Certificate of Vaccination or Prophylaxis card or medical waiver"
Jordan,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Jordan,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Jordan,Documents,Family member or close contact remaining in the United States
Jordan,Documents,Health care provider(s) at home
Jordan,Documents,Lodging at your destination
Jordan,Documents,Hospitals or clinics (including emergency services) in your destination
Jordan,Documents,US embassy or consulate in the destination country or countries
Kazakhstan,Prescription medicines,Your prescriptions
Kazakhstan,Prescription medicines,Travelers' diarrhea antibiotic
Kazakhstan,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Kazakhstan,Prescription medicines,Altitude sickness medicine
Kazakhstan,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Kazakhstan,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Kazakhstan,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Kazakhstan,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Kazakhstan,Medical supplies,Diabetes testing supplies
Kazakhstan,Medical supplies,Insulin
Kazakhstan,Medical supplies,Inhalers
Kazakhstan,Medical supplies,Epinephrine auto-injectors (EpiPens)
Kazakhstan,Medical supplies,Medical alert bracelet or necklace
Kazakhstan,Over-the-counter medicines,Antacid
Kazakhstan,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Kazakhstan,Over-the-counter medicines,Antihistamine
Kazakhstan,Over-the-counter medicines,Motion sickness medicine
Kazakhstan,Over-the-counter medicines,Cough drops
Kazakhstan,Over-the-counter medicines,Cough suppression/expectorant
Kazakhstan,Over-the-counter medicines,Decongestant
Kazakhstan,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Kazakhstan,Over-the-counter medicines,Mild laxative
Kazakhstan,Over-the-counter medicines,Mild sedative or other sleep aid
Kazakhstan,Over-the-counter medicines,Saline nose spray
Kazakhstan,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Kazakhstan,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Kazakhstan,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Kazakhstan,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Kazakhstan,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Kazakhstan,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Kazakhstan,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Kazakhstan,Supplies to prevent illness or injury,Earplugs
Kazakhstan,Supplies to prevent illness or injury,Latex condoms
Kazakhstan,First-aid kit,1% hydrocortisone cream
Kazakhstan,First-aid kit,Antifungal ointments
Kazakhstan,First-aid kit,Antibacterial ointments
Kazakhstan,First-aid kit,Antiseptic wound cleanser
Kazakhstan,First-aid kit,Aloe gel For sunburns
Kazakhstan,First-aid kit,Insect bite treatment Anti-itch gel or cream
Kazakhstan,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Kazakhstan,First-aid kit,Moleskin or molefoam for blisters
Kazakhstan,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Kazakhstan,First-aid kit,Disposable gloves
Kazakhstan,First-aid kit,Digital thermometer
Kazakhstan,First-aid kit,Scissors and safety pins
Kazakhstan,First-aid kit,Cotton swabs (Q-Tips)
Kazakhstan,First-aid kit,Tweezers
Kazakhstan,First-aid kit,Eye drops
Kazakhstan,First-aid kit,Oral rehydration salts
Kazakhstan,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Kazakhstan,Documents,"Proof of yellow fever vaccination If required for your trip, take your completed International Certificate of Vaccination or Prophylaxis card or medical waiver"
Kazakhstan,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Kazakhstan,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Kazakhstan,Documents,Family member or close contact remaining in the United States
Kazakhstan,Documents,Health care provider(s) at home
Kazakhstan,Documents,Lodging at your destination
Kazakhstan,Documents,Hospitals or clinics (including emergency services) in your destination
Kazakhstan,Documents,US embassy or consulate in the destination country or countries
Kenya,Prescription medicines,Your prescriptions
Kenya,Prescription medicines,Travelers' diarrhea antibiotic
Kenya,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Kenya,Prescription medicines,Altitude sickness medicine
Kenya,Prescription medicines,Medicine to prevent malaria
Kenya,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Kenya,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Kenya,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Kenya,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Kenya,Medical supplies,Diabetes testing supplies
Kenya,Medical supplies,Insulin
Kenya,Medical supplies,Inhalers
Kenya,Medical supplies,Epinephrine auto-injectors (EpiPens)
Kenya,Medical supplies,Medical alert bracelet or necklace
Kenya,Over-the-counter medicines,Antacid
Kenya,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Kenya,Over-the-counter medicines,Antihistamine
Kenya,Over-the-counter medicines,Motion sickness medicine
Kenya,Over-the-counter medicines,Cough drops
Kenya,Over-the-counter medicines,Cough suppression/expectorant
Kenya,Over-the-counter medicines,Decongestant
Kenya,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Kenya,Over-the-counter medicines,Mild laxative
Kenya,Over-the-counter medicines,Mild sedative or other sleep aid
Kenya,Over-the-counter medicines,Saline nose spray
Kenya,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Kenya,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Kenya,Supplies to prevent illness or injury,Water purification tablets May be needed if camping or visiting remote areas
Kenya,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Kenya,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Kenya,Supplies to prevent illness or injury,Bed net For protection against insect bites while sleeping
Kenya,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Kenya,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Kenya,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Kenya,Supplies to prevent illness or injury,Earplugs
Kenya,Supplies to prevent illness or injury,Latex condoms
Kenya,First-aid kit,1% hydrocortisone cream
Kenya,First-aid kit,Antifungal ointments
Kenya,First-aid kit,Antibacterial ointments
Kenya,First-aid kit,Antiseptic wound cleanser
Kenya,First-aid kit,Aloe gel For sunburns
Kenya,First-aid kit,Insect bite treatment Anti-itch gel or cream
Kenya,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Kenya,First-aid kit,Moleskin or molefoam for blisters
Kenya,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Kenya,First-aid kit,Disposable gloves
Kenya,First-aid kit,Digital thermometer
Kenya,First-aid kit,Scissors and safety pins
Kenya,First-aid kit,Cotton swabs (Q-Tips)
Kenya,First-aid kit,Tweezers
Kenya,First-aid kit,Eye drops
Kenya,First-aid kit,Oral rehydration salts
Kenya,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Kenya,Documents,"Proof of yellow fever vaccination If required for your trip, take your completed International Certificate of Vaccination or Prophylaxis card or medical waiver"
Kenya,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Kenya,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Kenya,Documents,Family member or close contact remaining in the United States
Kenya,Documents,Health care provider(s) at home
Kenya,Documents,Lodging at your destination
Kenya,Documents,Hospitals or clinics (including emergency services) in your destination
Kenya,Documents,US embassy or consulate in the destination country or countries
Kiribati,Prescription medicines,Your prescriptions
Kiribati,Prescription medicines,Travelers' diarrhea antibiotic
Kiribati,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Kiribati,Prescription medicines,Altitude sickness medicine
Kiribati,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Kiribati,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Kiribati,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Kiribati,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Kiribati,Medical supplies,Diabetes testing supplies
Kiribati,Medical supplies,Insulin
Kiribati,Medical supplies,Inhalers
Kiribati,Medical supplies,Epinephrine auto-injectors (EpiPens)
Kiribati,Medical supplies,Medical alert bracelet or necklace
Kiribati,Over-the-counter medicines,Antacid
Kiribati,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Kiribati,Over-the-counter medicines,Antihistamine
Kiribati,Over-the-counter medicines,Motion sickness medicine
Kiribati,Over-the-counter medicines,Cough drops
Kiribati,Over-the-counter medicines,Cough suppression/expectorant
Kiribati,Over-the-counter medicines,Decongestant
Kiribati,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Kiribati,Over-the-counter medicines,Mild laxative
Kiribati,Over-the-counter medicines,Mild sedative or other sleep aid
Kiribati,Over-the-counter medicines,Saline nose spray
Kiribati,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Kiribati,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Kiribati,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Kiribati,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Kiribati,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Kiribati,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Kiribati,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Kiribati,Supplies to prevent illness or injury,Earplugs
Kiribati,Supplies to prevent illness or injury,Latex condoms
Kiribati,First-aid kit,1% hydrocortisone cream
Kiribati,First-aid kit,Antifungal ointments
Kiribati,First-aid kit,Antibacterial ointments
Kiribati,First-aid kit,Antiseptic wound cleanser
Kiribati,First-aid kit,Aloe gel For sunburns
Kiribati,First-aid kit,Insect bite treatment Anti-itch gel or cream
Kiribati,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Kiribati,First-aid kit,Moleskin or molefoam for blisters
Kiribati,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Kiribati,First-aid kit,Disposable gloves
Kiribati,First-aid kit,Digital thermometer
Kiribati,First-aid kit,Scissors and safety pins
Kiribati,First-aid kit,Cotton swabs (Q-Tips)
Kiribati,First-aid kit,Tweezers
Kiribati,First-aid kit,Eye drops
Kiribati,First-aid kit,Oral rehydration salts
Kiribati,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Kiribati,Documents,"Proof of yellow fever vaccination If required for your trip, take your completed International Certificate of Vaccination or Prophylaxis card or medical waiver"
Kiribati,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Kiribati,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Kiribati,Documents,Family member or close contact remaining in the United States
Kiribati,Documents,Health care provider(s) at home
Kiribati,Documents,Lodging at your destination
Kiribati,Documents,Hospitals or clinics (including emergency services) in your destination
Kiribati,Documents,US embassy or consulate in the destination country or countries
Kosovo,Prescription medicines,Your prescriptions
Kosovo,Prescription medicines,Travelers' diarrhea antibiotic
Kosovo,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Kosovo,Prescription medicines,Altitude sickness medicine
Kosovo,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Kosovo,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Kosovo,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Kosovo,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Kosovo,Medical supplies,Diabetes testing supplies
Kosovo,Medical supplies,Insulin
Kosovo,Medical supplies,Inhalers
Kosovo,Medical supplies,Epinephrine auto-injectors (EpiPens)
Kosovo,Medical supplies,Medical alert bracelet or necklace
Kosovo,Over-the-counter medicines,Antacid
Kosovo,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Kosovo,Over-the-counter medicines,Antihistamine
Kosovo,Over-the-counter medicines,Motion sickness medicine
Kosovo,Over-the-counter medicines,Cough drops
Kosovo,Over-the-counter medicines,Cough suppression/expectorant
Kosovo,Over-the-counter medicines,Decongestant
Kosovo,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Kosovo,Over-the-counter medicines,Mild laxative
Kosovo,Over-the-counter medicines,Mild sedative or other sleep aid
Kosovo,Over-the-counter medicines,Saline nose spray
Kosovo,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Kosovo,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Kosovo,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Kosovo,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Kosovo,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Kosovo,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Kosovo,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Kosovo,Supplies to prevent illness or injury,Earplugs
Kosovo,Supplies to prevent illness or injury,Latex condoms
Kosovo,First-aid kit,1% hydrocortisone cream
Kosovo,First-aid kit,Antifungal ointments
Kosovo,First-aid kit,Antibacterial ointments
Kosovo,First-aid kit,Antiseptic wound cleanser
Kosovo,First-aid kit,Aloe gel For sunburns
Kosovo,First-aid kit,Insect bite treatment Anti-itch gel or cream
Kosovo,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Kosovo,First-aid kit,Moleskin or molefoam for blisters
Kosovo,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Kosovo,First-aid kit,Disposable gloves
Kosovo,First-aid kit,Digital thermometer
Kosovo,First-aid kit,Scissors and safety pins
Kosovo,First-aid kit,Cotton swabs (Q-Tips)
Kosovo,First-aid kit,Tweezers
Kosovo,First-aid kit,Eye drops
Kosovo,First-aid kit,Oral rehydration salts
Kosovo,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Kosovo,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Kosovo,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Kosovo,Documents,Family member or close contact remaining in the United States
Kosovo,Documents,Health care provider(s) at home
Kosovo,Documents,Lodging at your destination
Kosovo,Documents,Hospitals or clinics (including emergency services) in your destination
Kosovo,Documents,US embassy or consulate in the destination country or countries
Kuwait,Prescription medicines,Your prescriptions
Kuwait,Prescription medicines,Travelers' diarrhea antibiotic
Kuwait,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Kuwait,Prescription medicines,Altitude sickness medicine
Kuwait,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Kuwait,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Kuwait,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Kuwait,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Kuwait,Medical supplies,Diabetes testing supplies
Kuwait,Medical supplies,Insulin
Kuwait,Medical supplies,Inhalers
Kuwait,Medical supplies,Epinephrine auto-injectors (EpiPens)
Kuwait,Medical supplies,Medical alert bracelet or necklace
Kuwait,Over-the-counter medicines,Antacid
Kuwait,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Kuwait,Over-the-counter medicines,Antihistamine
Kuwait,Over-the-counter medicines,Motion sickness medicine
Kuwait,Over-the-counter medicines,Cough drops
Kuwait,Over-the-counter medicines,Cough suppression/expectorant
Kuwait,Over-the-counter medicines,Decongestant
Kuwait,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Kuwait,Over-the-counter medicines,Mild laxative
Kuwait,Over-the-counter medicines,Mild sedative or other sleep aid
Kuwait,Over-the-counter medicines,Saline nose spray
Kuwait,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Kuwait,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Kuwait,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Kuwait,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Kuwait,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Kuwait,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Kuwait,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Kuwait,Supplies to prevent illness or injury,Earplugs
Kuwait,Supplies to prevent illness or injury,Latex condoms
Kuwait,First-aid kit,1% hydrocortisone cream
Kuwait,First-aid kit,Antifungal ointments
Kuwait,First-aid kit,Antibacterial ointments
Kuwait,First-aid kit,Antiseptic wound cleanser
Kuwait,First-aid kit,Aloe gel For sunburns
Kuwait,First-aid kit,Insect bite treatment Anti-itch gel or cream
Kuwait,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Kuwait,First-aid kit,Moleskin or molefoam for blisters
Kuwait,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Kuwait,First-aid kit,Disposable gloves
Kuwait,First-aid kit,Digital thermometer
Kuwait,First-aid kit,Scissors and safety pins
Kuwait,First-aid kit,Cotton swabs (Q-Tips)
Kuwait,First-aid kit,Tweezers
Kuwait,First-aid kit,Eye drops
Kuwait,First-aid kit,Oral rehydration salts
Kuwait,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Kuwait,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Kuwait,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Kuwait,Documents,Family member or close contact remaining in the United States
Kuwait,Documents,Health care provider(s) at home
Kuwait,Documents,Lodging at your destination
Kuwait,Documents,Hospitals or clinics (including emergency services) in your destination
Kuwait,Documents,US embassy or consulate in the destination country or countries
Kyrgyzstan,Prescription medicines,Your prescriptions
Kyrgyzstan,Prescription medicines,Travelers' diarrhea antibiotic
Kyrgyzstan,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Kyrgyzstan,Prescription medicines,Altitude sickness medicine
Kyrgyzstan,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Kyrgyzstan,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Kyrgyzstan,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Kyrgyzstan,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Kyrgyzstan,Medical supplies,Diabetes testing supplies
Kyrgyzstan,Medical supplies,Insulin
Kyrgyzstan,Medical supplies,Inhalers
Kyrgyzstan,Medical supplies,Epinephrine auto-injectors (EpiPens)
Kyrgyzstan,Medical supplies,Medical alert bracelet or necklace
Kyrgyzstan,Over-the-counter medicines,Antacid
Kyrgyzstan,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Kyrgyzstan,Over-the-counter medicines,Antihistamine
Kyrgyzstan,Over-the-counter medicines,Motion sickness medicine
Kyrgyzstan,Over-the-counter medicines,Cough drops
Kyrgyzstan,Over-the-counter medicines,Cough suppression/expectorant
Kyrgyzstan,Over-the-counter medicines,Decongestant
Kyrgyzstan,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Kyrgyzstan,Over-the-counter medicines,Mild laxative
Kyrgyzstan,Over-the-counter medicines,Mild sedative or other sleep aid
Kyrgyzstan,Over-the-counter medicines,Saline nose spray
Kyrgyzstan,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Kyrgyzstan,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Kyrgyzstan,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Kyrgyzstan,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Kyrgyzstan,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Kyrgyzstan,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Kyrgyzstan,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Kyrgyzstan,Supplies to prevent illness or injury,Earplugs
Kyrgyzstan,Supplies to prevent illness or injury,Latex condoms
Kyrgyzstan,First-aid kit,1% hydrocortisone cream
Kyrgyzstan,First-aid kit,Antifungal ointments
Kyrgyzstan,First-aid kit,Antibacterial ointments
Kyrgyzstan,First-aid kit,Antiseptic wound cleanser
Kyrgyzstan,First-aid kit,Aloe gel For sunburns
Kyrgyzstan,First-aid kit,Insect bite treatment Anti-itch gel or cream
Kyrgyzstan,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Kyrgyzstan,First-aid kit,Moleskin or molefoam for blisters
Kyrgyzstan,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Kyrgyzstan,First-aid kit,Disposable gloves
Kyrgyzstan,First-aid kit,Digital thermometer
Kyrgyzstan,First-aid kit,Scissors and safety pins
Kyrgyzstan,First-aid kit,Cotton swabs (Q-Tips)
Kyrgyzstan,First-aid kit,Tweezers
Kyrgyzstan,First-aid kit,Eye drops
Kyrgyzstan,First-aid kit,Oral rehydration salts
Kyrgyzstan,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Kyrgyzstan,Documents,"Proof of yellow fever vaccination If required for your trip, take your completed International Certificate of Vaccination or Prophylaxis card or medical waiver"
Kyrgyzstan,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Kyrgyzstan,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Kyrgyzstan,Documents,Family member or close contact remaining in the United States
Kyrgyzstan,Documents,Health care provider(s) at home
Kyrgyzstan,Documents,Lodging at your destination
Kyrgyzstan,Documents,Hospitals or clinics (including emergency services) in your destination
Kyrgyzstan,Documents,US embassy or consulate in the destination country or countries
Laos,Prescription medicines,Your prescriptions
Laos,Prescription medicines,Travelers' diarrhea antibiotic
