country,category,item
Anguilla,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Anguilla,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Anguilla,Documents,Family member or close contact remaining in the United States
Anguilla,Documents,Health care provider(s) at home
Anguilla,Documents,Lodging at your destination
Anguilla,Documents,Hospitals or clinics (including emergency services) in your destination
Anguilla,Documents,US embassy or consulate in the destination country or countries
Antigua and Barbuda,Prescription medicines,Your prescriptions
Antigua and Barbuda,Prescription medicines,Travelers' diarrhea antibiotic
Antigua and Barbuda,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Antigua and Barbuda,Prescription medicines,Altitude sickness medicine
Antigua and Barbuda,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Antigua and Barbuda,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Antigua and Barbuda,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Antigua and Barbuda,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Antigua and Barbuda,Medical supplies,Diabetes testing supplies
Antigua and Barbuda,Medical supplies,Insulin
Antigua and Barbuda,Medical supplies,Inhalers
Antigua and Barbuda,Medical supplies,Epinephrine auto-injectors (EpiPens)
Antigua and Barbuda,Medical supplies,Medical alert bracelet or necklace
Antigua and Barbuda,Over-the-counter medicines,Antacid
Antigua and Barbuda,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Antigua and Barbuda,Over-the-counter medicines,Antihistamine
Antigua and Barbuda,Over-the-counter medicines,Motion sickness medicine
Antigua and Barbuda,Over-the-counter medicines,Cough drops
Antigua and Barbuda,Over-the-counter medicines,Cough suppression/expectorant
Antigua and Barbuda,Over-the-counter medicines,Decongestant
Antigua and Barbuda,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Antigua and Barbuda,Over-the-counter medicines,Mild laxative
Antigua and Barbuda,Over-the-counter medicines,Mild sedative or other sleep aid
Antigua and Barbuda,Over-the-counter medicines,Saline nose spray
Antigua and Barbuda,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Antigua and Barbuda,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Antigua and Barbuda,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Antigua and Barbuda,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Antigua and Barbuda,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Antigua and Barbuda,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Antigua and Barbuda,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Antigua and Barbuda,Supplies to prevent illness or injury,Earplugs
Antigua and Barbuda,Supplies to prevent illness or injury,Latex condoms
Antigua and Barbuda,First-aid kit,1% hydrocortisone cream
Antigua and Barbuda,First-aid kit,Antifungal ointments
Antigua and Barbuda,First-aid kit,Antibacterial ointments
Antigua and Barbuda,First-aid kit,Antiseptic wound cleanser
Antigua and Barbuda,First-aid kit,Aloe gel For sunburns
Antigua and Barbuda,First-aid kit,Insect bite treatment Anti-itch gel or cream
Antigua and Barbuda,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Antigua and Barbuda,First-aid kit,Moleskin or molefoam for blisters
Antigua and Barbuda,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Antigua and Barbuda,First-aid kit,Disposable gloves
Antigua and Barbuda,First-aid kit,Digital thermometer
Antigua and Barbuda,First-aid kit,Scissors and safety pins
Antigua and Barbuda,First-aid kit,Cotton swabs (Q-Tips)
Antigua and Barbuda,First-aid kit,Tweezers
Antigua and Barbuda,First-aid kit,Eye drops
Antigua and Barbuda,First-aid kit,Oral rehydration salts
Antigua and Barbuda,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
Antigua and Barbuda,Documents,"Proof of yellow fever vaccination If required for your trip, take your completed International Certificate of Vaccination or Prophylaxis card or medical waiver"
Antigua and Barbuda,Documents,"Copies of all prescriptions Make sure prescriptions include generic names. Bring prescriptions for medicines, eye glasses/contacts, and other medical supplies."
Antigua and Barbuda,Documents,"Contact card Carry a contact card containing the street addresses, phone numbers, and e-mail addresses of the following: Family member or close contact remaining in the United States Health care provider(s) at home Lodging at your destination Hospitals or clinics (including emergency services) in your destination US embassy or consulate in the destination country or countries"
Antigua and Barbuda,Documents,Family member or close contact remaining in the United States
Antigua and Barbuda,Documents,Health care provider(s) at home
Antigua and Barbuda,Documents,Lodging at your destination
Antigua and Barbuda,Documents,Hospitals or clinics (including emergency services) in your destination
Antigua and Barbuda,Documents,US embassy or consulate in the destination country or countries
Argentina,Prescription medicines,Your prescriptions
Argentina,Prescription medicines,Travelers' diarrhea antibiotic
Argentina,Prescription medicines,Suture/syringe kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Argentina,Prescription medicines,Altitude sickness medicine
Argentina,Prescription medicines,Medicine to prevent malaria
Argentina,Medical supplies,Glasses Consider packing spare glasses in case yours are damaged
Argentina,Medical supplies,Contact lenses Consider packing spare contacts in case yours are damaged
Argentina,Medical supplies,"Needles or syringes (for diabetes, for example) Requires a letter from your doctor on letterhead stationery"
Argentina,Medical supplies,Suture kit Kit is for use by local health care provider & requires a letter from your doctor on letterhead stationery
Argentina,Medical supplies,Diabetes testing supplies
Argentina,Medical supplies,Insulin
Argentina,Medical supplies,Inhalers
Argentina,Medical supplies,Epinephrine auto-injectors (EpiPens)
Argentina,Medical supplies,Medical alert bracelet or necklace
Argentina,Over-the-counter medicines,Antacid
Argentina,Over-the-counter medicines,Diarrhea medicine Examples: loperamide [Imodium] or bismuth subsalicylate [Pepto-Bismol]
Argentina,Over-the-counter medicines,Antihistamine
Argentina,Over-the-counter medicines,Motion sickness medicine
Argentina,Over-the-counter medicines,Cough drops
Argentina,Over-the-counter medicines,Cough suppression/expectorant
Argentina,Over-the-counter medicines,Decongestant
Argentina,Over-the-counter medicines,"Medicine for pain and fever Examples: acetaminophen, aspirin, or ibuprofen"
Argentina,Over-the-counter medicines,Mild laxative
Argentina,Over-the-counter medicines,Mild sedative or other sleep aid
Argentina,Over-the-counter medicines,Saline nose spray
Argentina,Supplies to prevent illness or injury,Hand sanitizer or wipes Alcohol-based hand sanitizer containing at least 60% alcohol or antibacterial hand wipes
Argentina,Supplies to prevent illness or injury,Water purification tablets See CDC recommendations: Water Disinfection.
Argentina,Supplies to prevent illness or injury,Water purification tablets May be needed if camping or visiting remote areas
Argentina,Supplies to prevent illness or injury,Insect repellent Select an insect repellent based on CDC recommendations: Avoid Bug Bites
Argentina,Supplies to prevent illness or injury,Permethrin Permethrin is insect repellent for clothing. It may be needed if you spend a lot of time outdoors. Clothing can also be treated at home in advance.
Argentina,Supplies to prevent illness or injury,Bed net For protection against insect bites while sleeping
Argentina,Supplies to prevent illness or injury,Sunscreen (SPF 15 or greater) with UVA and UVB protection. See Sun Exposure.
Argentina,Supplies to prevent illness or injury,Sunglasses and hat Wear for additional sun protection. A wide brim hat is preferred.
Argentina,Supplies to prevent illness or injury,"Personal safety equipment Examples: child safety seats, bicycle helmets"
Argentina,Supplies to prevent illness or injury,Earplugs
Argentina,Supplies to prevent illness or injury,Latex condoms
Argentina,First-aid kit,1% hydrocortisone cream
Argentina,First-aid kit,Antifungal ointments
Argentina,First-aid kit,Antibacterial ointments
Argentina,First-aid kit,Antiseptic wound cleanser
Argentina,First-aid kit,Aloe gel For sunburns
Argentina,First-aid kit,Insect bite treatment Anti-itch gel or cream
Argentina,First-aid kit,"Bandages Multiple sizes, gauze, and adhesive tape"
Argentina,First-aid kit,Moleskin or molefoam for blisters
Argentina,First-aid kit,Elastic/compression bandage wrap For sprains and strains
Argentina,First-aid kit,Disposable gloves
Argentina,First-aid kit,Digital thermometer
Argentina,First-aid kit,Scissors and safety pins
Argentina,First-aid kit,Cotton swabs (Q-Tips)
Argentina,First-aid kit,Tweezers
Argentina,First-aid kit,Eye drops
Argentina,First-aid kit,Oral rehydration salts
Argentina,Documents,Health insurance documents Health insurance card (your regular plan and/or supplemental travel health insurance plan) and copies of claim forms
